ts;id;resource;event
Thu Feb 24 00:01:15 CET 2022;448;system;new_order
Thu Feb 24 00:01:15 CET 2022;448;system;direct_to_line2
Thu Feb 24 00:01:15 CET 2022;448;agv;transport_to_cell2_buffer
Thu Feb 24 00:05:06 CET 2022;448;cell2_buffer;enter_cell2
Thu Feb 24 00:05:06 CET 2022;448;cell2;cell2_operation
Thu Feb 24 00:05:45 CET 2022;449;system;new_order
Thu Feb 24 00:05:45 CET 2022;449;system;direct_to_line2
Thu Feb 24 00:05:45 CET 2022;449;agv;transport_to_cell2_buffer
Thu Feb 24 00:09:08 CET 2022;450;system;new_order
Thu Feb 24 00:09:08 CET 2022;450;system;direct_to_line1
Thu Feb 24 00:09:13 CET 2022;450;agv;transport_to_cell1_buffer
Thu Feb 24 00:09:48 CET 2022;449;cell2_buffer;enter_cell2
Thu Feb 24 00:09:48 CET 2022;449;cell2;cell2_operation
Thu Feb 24 00:09:54 CET 2022;450;cell1_buffer;enter_cell1
Thu Feb 24 00:09:54 CET 2022;450;cell1;cell1_operation
Thu Feb 24 00:09:54 CET 2022;448;system;order_completed
Thu Feb 24 00:15:00 CET 2022;449;system;order_completed
Thu Feb 24 00:16:30 CET 2022;451;system;new_order
Thu Feb 24 00:16:30 CET 2022;451;system;direct_to_line2
Thu Feb 24 00:16:30 CET 2022;451;agv;transport_to_cell2_buffer
Thu Feb 24 00:16:41 CET 2022;452;system;new_order
Thu Feb 24 00:16:41 CET 2022;452;system;direct_to_line1
Thu Feb 24 00:17:44 CET 2022;450;system;order_completed
Thu Feb 24 00:18:23 CET 2022;451;cell2_buffer;enter_cell2
Thu Feb 24 00:18:23 CET 2022;452;agv;transport_to_cell1_buffer
Thu Feb 24 00:18:23 CET 2022;451;cell2;cell2_operation
Thu Feb 24 00:19:41 CET 2022;453;system;new_order
Thu Feb 24 00:19:41 CET 2022;453;system;direct_to_line1
Thu Feb 24 00:20:23 CET 2022;452;cell1_buffer;enter_cell1
Thu Feb 24 00:20:23 CET 2022;453;agv;transport_to_cell1_buffer
Thu Feb 24 00:20:23 CET 2022;452;cell1;cell1_operation
Thu Feb 24 00:24:41 CET 2022;454;system;new_order
Thu Feb 24 00:24:41 CET 2022;454;system;direct_to_line2
Thu Feb 24 00:24:41 CET 2022;454;agv;transport_to_cell2_buffer
Thu Feb 24 00:25:31 CET 2022;455;system;new_order
Thu Feb 24 00:25:31 CET 2022;455;system;direct_to_line2
Thu Feb 24 00:26:01 CET 2022;451;system;order_completed
Thu Feb 24 00:27:11 CET 2022;453;cell1_buffer;enter_cell1
Thu Feb 24 00:27:11 CET 2022;453;cell1;cell1_operation
Thu Feb 24 00:27:17 CET 2022;452;system;order_completed
Thu Feb 24 00:27:52 CET 2022;455;agv;transport_to_cell2_buffer
Thu Feb 24 00:31:22 CET 2022;453;system;order_completed
Thu Feb 24 00:35:25 CET 2022;454;cell2_buffer;enter_cell2
Thu Feb 24 00:35:25 CET 2022;454;cell2;cell2_operation
Thu Feb 24 00:40:42 CET 2022;455;cell2_buffer;enter_cell2
Thu Feb 24 00:40:42 CET 2022;455;cell2;cell2_operation
Thu Feb 24 00:40:48 CET 2022;454;system;order_completed
Thu Feb 24 00:46:45 CET 2022;456;system;new_order
Thu Feb 24 00:46:45 CET 2022;456;system;direct_to_line2
Thu Feb 24 00:46:45 CET 2022;456;agv;transport_to_cell2_buffer
Thu Feb 24 00:47:29 CET 2022;455;system;order_completed
Thu Feb 24 00:47:51 CET 2022;457;system;new_order
Thu Feb 24 00:47:51 CET 2022;457;system;direct_to_line2
Thu Feb 24 00:49:40 CET 2022;458;system;new_order
Thu Feb 24 00:49:40 CET 2022;458;system;direct_to_line2
Thu Feb 24 00:49:59 CET 2022;456;cell2_buffer;enter_cell2
Thu Feb 24 00:49:59 CET 2022;457;agv;transport_to_cell2_buffer
Thu Feb 24 00:49:59 CET 2022;456;cell2;cell2_operation
Thu Feb 24 00:54:18 CET 2022;458;agv;transport_to_cell2_buffer
Thu Feb 24 00:54:52 CET 2022;456;system;order_completed
Thu Feb 24 00:55:50 CET 2022;459;system;new_order
Thu Feb 24 00:55:50 CET 2022;459;system;direct_to_line1
Thu Feb 24 00:58:00 CET 2022;460;system;new_order
Thu Feb 24 00:58:00 CET 2022;460;system;direct_to_line1
Thu Feb 24 00:59:01 CET 2022;459;agv;transport_to_cell1_buffer
Thu Feb 24 00:59:54 CET 2022;461;system;new_order
Thu Feb 24 00:59:54 CET 2022;461;system;direct_to_line1
Thu Feb 24 01:02:53 CET 2022;459;cell1_buffer;enter_cell1
Thu Feb 24 01:02:53 CET 2022;460;agv;transport_to_cell1_buffer
Thu Feb 24 01:02:53 CET 2022;459;cell1;cell1_operation
Thu Feb 24 01:03:56 CET 2022;461;agv;transport_to_cell1_buffer
Thu Feb 24 01:04:54 CET 2022;457;cell2_buffer;enter_cell2
Thu Feb 24 01:04:54 CET 2022;457;cell2;cell2_operation
Thu Feb 24 01:08:50 CET 2022;462;system;new_order
Thu Feb 24 01:08:50 CET 2022;462;system;direct_to_line1
Thu Feb 24 01:08:50 CET 2022;462;agv;transport_to_cell1_buffer
Thu Feb 24 01:09:08 CET 2022;458;cell2_buffer;enter_cell2
Thu Feb 24 01:09:08 CET 2022;458;cell2;cell2_operation
Thu Feb 24 01:09:14 CET 2022;457;system;order_completed
Thu Feb 24 01:10:51 CET 2022;460;cell1_buffer;enter_cell1
Thu Feb 24 01:10:51 CET 2022;460;cell1;cell1_operation
Thu Feb 24 01:10:57 CET 2022;459;system;order_completed
Thu Feb 24 01:15:28 CET 2022;463;system;new_order
Thu Feb 24 01:15:28 CET 2022;463;system;direct_to_line1
Thu Feb 24 01:15:28 CET 2022;463;agv;transport_to_cell1_buffer
Thu Feb 24 01:15:34 CET 2022;458;system;order_completed
Thu Feb 24 01:18:11 CET 2022;461;cell1_buffer;enter_cell1
Thu Feb 24 01:18:11 CET 2022;461;cell1;cell1_operation
Thu Feb 24 01:18:17 CET 2022;460;system;order_completed
Thu Feb 24 01:19:16 CET 2022;464;system;new_order
Thu Feb 24 01:19:16 CET 2022;464;system;direct_to_line2
Thu Feb 24 01:19:16 CET 2022;464;agv;transport_to_cell2_buffer
Thu Feb 24 01:22:14 CET 2022;464;cell2_buffer;enter_cell2
Thu Feb 24 01:22:14 CET 2022;464;cell2;cell2_operation
Thu Feb 24 01:24:38 CET 2022;462;cell1_buffer;enter_cell1
Thu Feb 24 01:24:38 CET 2022;462;cell1;cell1_operation
Thu Feb 24 01:24:44 CET 2022;461;system;order_completed
Thu Feb 24 01:25:54 CET 2022;465;system;new_order
Thu Feb 24 01:25:54 CET 2022;465;system;direct_to_line1
Thu Feb 24 01:25:54 CET 2022;465;agv;transport_to_cell1_buffer
Thu Feb 24 01:28:23 CET 2022;464;system;order_completed
Thu Feb 24 01:29:45 CET 2022;463;cell1_buffer;enter_cell1
Thu Feb 24 01:29:45 CET 2022;463;cell1;cell1_operation
Thu Feb 24 01:29:51 CET 2022;462;system;order_completed
Thu Feb 24 01:34:27 CET 2022;466;system;new_order
Thu Feb 24 01:34:27 CET 2022;466;system;direct_to_line2
Thu Feb 24 01:34:27 CET 2022;466;agv;transport_to_cell2_buffer
Thu Feb 24 01:36:10 CET 2022;465;cell1_buffer;enter_cell1
Thu Feb 24 01:36:10 CET 2022;465;cell1;cell1_operation
Thu Feb 24 01:36:16 CET 2022;463;system;order_completed
Thu Feb 24 01:39:02 CET 2022;467;system;new_order
Thu Feb 24 01:39:02 CET 2022;467;system;direct_to_line1
Thu Feb 24 01:40:10 CET 2022;466;cell2_buffer;enter_cell2
Thu Feb 24 01:40:10 CET 2022;467;agv;transport_to_cell1_buffer
Thu Feb 24 01:40:10 CET 2022;466;cell2;cell2_operation
Thu Feb 24 01:43:12 CET 2022;467;cell1_buffer;enter_cell1
Thu Feb 24 01:43:12 CET 2022;467;cell1;cell1_operation
Thu Feb 24 01:43:18 CET 2022;465;system;order_completed
Thu Feb 24 01:46:35 CET 2022;466;system;order_completed
Thu Feb 24 01:47:02 CET 2022;468;system;new_order
Thu Feb 24 01:47:02 CET 2022;468;system;direct_to_line1
Thu Feb 24 01:47:02 CET 2022;468;agv;transport_to_cell1_buffer
Thu Feb 24 01:49:31 CET 2022;468;cell1_buffer;enter_cell1
Thu Feb 24 01:49:31 CET 2022;468;cell1;cell1_operation
Thu Feb 24 01:49:37 CET 2022;467;system;order_completed
Thu Feb 24 01:54:23 CET 2022;468;system;order_completed
Thu Feb 24 01:56:14 CET 2022;469;system;new_order
Thu Feb 24 01:56:14 CET 2022;469;system;direct_to_line1
Thu Feb 24 01:57:16 CET 2022;470;system;new_order
Thu Feb 24 01:57:16 CET 2022;470;system;direct_to_line2
Thu Feb 24 02:02:47 CET 2022;469;agv;transport_to_cell1_buffer
Thu Feb 24 02:03:17 CET 2022;469;cell1_buffer;enter_cell1
Thu Feb 24 02:03:17 CET 2022;470;agv;transport_to_cell2_buffer
Thu Feb 24 02:03:17 CET 2022;469;cell1;cell1_operation
Thu Feb 24 02:05:45 CET 2022;471;system;new_order
Thu Feb 24 02:05:45 CET 2022;471;system;direct_to_line2
Thu Feb 24 02:06:56 CET 2022;470;cell2_buffer;enter_cell2
Thu Feb 24 02:06:56 CET 2022;471;agv;transport_to_cell2_buffer
Thu Feb 24 02:06:56 CET 2022;470;cell2;cell2_operation
Thu Feb 24 02:09:23 CET 2022;469;system;order_completed
Thu Feb 24 02:12:31 CET 2022;472;system;new_order
Thu Feb 24 02:12:31 CET 2022;472;system;direct_to_line1
Thu Feb 24 02:12:31 CET 2022;472;agv;transport_to_cell1_buffer
Thu Feb 24 02:12:53 CET 2022;471;cell2_buffer;enter_cell2
Thu Feb 24 02:12:53 CET 2022;471;cell2;cell2_operation
Thu Feb 24 02:12:59 CET 2022;470;system;order_completed
Thu Feb 24 02:13:54 CET 2022;472;cell1_buffer;enter_cell1
Thu Feb 24 02:13:54 CET 2022;472;cell1;cell1_operation
Thu Feb 24 02:14:36 CET 2022;473;system;new_order
Thu Feb 24 02:14:36 CET 2022;473;system;direct_to_line2
Thu Feb 24 02:14:36 CET 2022;473;agv;transport_to_cell2_buffer
Thu Feb 24 02:18:52 CET 2022;473;cell2_buffer;enter_cell2
Thu Feb 24 02:18:52 CET 2022;473;cell2;cell2_operation
Thu Feb 24 02:18:58 CET 2022;471;system;order_completed
Thu Feb 24 02:19:06 CET 2022;472;system;order_completed
Thu Feb 24 02:24:07 CET 2022;474;system;new_order
Thu Feb 24 02:24:07 CET 2022;474;system;direct_to_line2
Thu Feb 24 02:24:07 CET 2022;474;agv;transport_to_cell2_buffer
Thu Feb 24 02:25:36 CET 2022;473;system;order_completed
Thu Feb 24 02:32:16 CET 2022;475;system;new_order
Thu Feb 24 02:32:16 CET 2022;475;system;direct_to_line1
Thu Feb 24 02:32:16 CET 2022;475;agv;transport_to_cell1_buffer
Thu Feb 24 02:33:55 CET 2022;475;cell1_buffer;enter_cell1
Thu Feb 24 02:33:55 CET 2022;475;cell1;cell1_operation
Thu Feb 24 02:33:57 CET 2022;476;system;new_order
Thu Feb 24 02:33:57 CET 2022;476;system;direct_to_line1
Thu Feb 24 02:33:57 CET 2022;476;agv;transport_to_cell1_buffer
Thu Feb 24 02:36:39 CET 2022;474;cell2_buffer;enter_cell2
Thu Feb 24 02:36:39 CET 2022;474;cell2;cell2_operation
Thu Feb 24 02:37:46 CET 2022;477;system;new_order
Thu Feb 24 02:37:46 CET 2022;477;system;direct_to_line1
Thu Feb 24 02:37:46 CET 2022;477;agv;transport_to_cell1_buffer
Thu Feb 24 02:39:23 CET 2022;476;cell1_buffer;enter_cell1
Thu Feb 24 02:39:23 CET 2022;476;cell1;cell1_operation
Thu Feb 24 02:39:28 CET 2022;475;system;order_completed
Thu Feb 24 02:40:26 CET 2022;478;system;new_order
Thu Feb 24 02:40:26 CET 2022;478;system;direct_to_line1
Thu Feb 24 02:40:26 CET 2022;478;agv;transport_to_cell1_buffer
Thu Feb 24 02:40:55 CET 2022;479;system;new_order
Thu Feb 24 02:40:55 CET 2022;479;system;direct_to_line2
Thu Feb 24 02:41:53 CET 2022;480;system;new_order
Thu Feb 24 02:41:53 CET 2022;480;system;direct_to_line1
Thu Feb 24 02:42:41 CET 2022;479;agv;transport_to_cell2_buffer
Thu Feb 24 02:43:09 CET 2022;474;system;order_completed
Thu Feb 24 02:43:21 CET 2022;481;system;new_order
Thu Feb 24 02:43:21 CET 2022;481;system;direct_to_line1
Thu Feb 24 02:43:47 CET 2022;482;system;new_order
Thu Feb 24 02:43:47 CET 2022;482;system;direct_to_line2
Thu Feb 24 02:44:29 CET 2022;477;cell1_buffer;enter_cell1
Thu Feb 24 02:44:29 CET 2022;477;cell1;cell1_operation
Thu Feb 24 02:44:35 CET 2022;476;system;order_completed
Thu Feb 24 02:48:09 CET 2022;479;cell2_buffer;enter_cell2
Thu Feb 24 02:48:09 CET 2022;480;agv;transport_to_cell1_buffer
Thu Feb 24 02:48:09 CET 2022;479;cell2;cell2_operation
Thu Feb 24 02:48:14 CET 2022;483;system;new_order
Thu Feb 24 02:48:14 CET 2022;483;system;direct_to_line2
Thu Feb 24 02:48:33 CET 2022;481;agv;transport_to_cell1_buffer
Thu Feb 24 02:48:53 CET 2022;484;system;new_order
Thu Feb 24 02:48:53 CET 2022;484;system;direct_to_line2
Thu Feb 24 02:50:47 CET 2022;482;agv;transport_to_cell2_buffer
Thu Feb 24 02:50:56 CET 2022;478;cell1_buffer;enter_cell1
Thu Feb 24 02:50:56 CET 2022;478;cell1;cell1_operation
Thu Feb 24 02:51:02 CET 2022;477;system;order_completed
Thu Feb 24 02:53:02 CET 2022;483;agv;transport_to_cell2_buffer
Thu Feb 24 02:55:09 CET 2022;479;system;order_completed
Thu Feb 24 02:57:05 CET 2022;484;agv;transport_to_cell2_buffer
Thu Feb 24 02:57:27 CET 2022;480;cell1_buffer;enter_cell1
Thu Feb 24 02:57:27 CET 2022;480;cell1;cell1_operation
Thu Feb 24 02:57:33 CET 2022;478;system;order_completed
Thu Feb 24 03:03:18 CET 2022;481;cell1_buffer;enter_cell1
Thu Feb 24 03:03:18 CET 2022;481;cell1;cell1_operation
Thu Feb 24 03:03:24 CET 2022;480;system;order_completed
Thu Feb 24 03:05:36 CET 2022;482;cell2_buffer;enter_cell2
Thu Feb 24 03:05:36 CET 2022;482;cell2;cell2_operation
Thu Feb 24 03:07:51 CET 2022;485;system;new_order
Thu Feb 24 03:07:51 CET 2022;485;system;direct_to_line1
Thu Feb 24 03:07:51 CET 2022;485;agv;transport_to_cell1_buffer
Thu Feb 24 03:10:22 CET 2022;481;system;order_completed
Thu Feb 24 03:10:50 CET 2022;485;cell1_buffer;enter_cell1
Thu Feb 24 03:10:50 CET 2022;485;cell1;cell1_operation
Thu Feb 24 03:12:30 CET 2022;486;system;new_order
Thu Feb 24 03:12:30 CET 2022;486;system;direct_to_line2
Thu Feb 24 03:12:30 CET 2022;486;agv;transport_to_cell2_buffer
Thu Feb 24 03:13:56 CET 2022;483;cell2_buffer;enter_cell2
Thu Feb 24 03:13:56 CET 2022;483;cell2;cell2_operation
Thu Feb 24 03:14:02 CET 2022;482;system;order_completed
Thu Feb 24 03:16:11 CET 2022;487;system;new_order
Thu Feb 24 03:16:11 CET 2022;487;system;direct_to_line1
Thu Feb 24 03:16:37 CET 2022;487;agv;transport_to_cell1_buffer
Thu Feb 24 03:18:18 CET 2022;485;system;order_completed
Thu Feb 24 03:18:57 CET 2022;487;cell1_buffer;enter_cell1
Thu Feb 24 03:18:57 CET 2022;487;cell1;cell1_operation
Thu Feb 24 03:20:55 CET 2022;488;system;new_order
Thu Feb 24 03:20:55 CET 2022;488;system;direct_to_line2
Thu Feb 24 03:20:55 CET 2022;488;agv;transport_to_cell2_buffer
Thu Feb 24 03:21:07 CET 2022;484;cell2_buffer;enter_cell2
Thu Feb 24 03:21:07 CET 2022;484;cell2;cell2_operation
Thu Feb 24 03:21:12 CET 2022;483;system;order_completed
Thu Feb 24 03:24:29 CET 2022;486;cell2_buffer;enter_cell2
Thu Feb 24 03:24:29 CET 2022;486;cell2;cell2_operation
Thu Feb 24 03:24:35 CET 2022;484;system;order_completed
Thu Feb 24 03:25:20 CET 2022;487;system;order_completed
Thu Feb 24 03:29:37 CET 2022;486;system;order_completed
Thu Feb 24 03:34:54 CET 2022;489;system;new_order
Thu Feb 24 03:34:54 CET 2022;489;system;direct_to_line2
Thu Feb 24 03:34:54 CET 2022;489;agv;transport_to_cell2_buffer
Thu Feb 24 03:37:09 CET 2022;490;system;new_order
Thu Feb 24 03:37:09 CET 2022;490;system;direct_to_line1
Thu Feb 24 03:37:09 CET 2022;490;agv;transport_to_cell1_buffer
Thu Feb 24 03:38:14 CET 2022;491;system;new_order
Thu Feb 24 03:38:14 CET 2022;491;system;direct_to_line1
Thu Feb 24 03:39:03 CET 2022;490;cell1_buffer;enter_cell1
Thu Feb 24 03:39:03 CET 2022;491;agv;transport_to_cell1_buffer
Thu Feb 24 03:39:03 CET 2022;490;cell1;cell1_operation
Thu Feb 24 03:39:31 CET 2022;488;cell2_buffer;enter_cell2
Thu Feb 24 03:39:31 CET 2022;488;cell2;cell2_operation
Thu Feb 24 03:42:00 CET 2022;492;system;new_order
Thu Feb 24 03:42:00 CET 2022;492;system;direct_to_line2
Thu Feb 24 03:42:00 CET 2022;492;agv;transport_to_cell2_buffer
Thu Feb 24 03:43:08 CET 2022;493;system;new_order
Thu Feb 24 03:43:08 CET 2022;493;system;direct_to_line2
Thu Feb 24 03:44:02 CET 2022;489;cell2_buffer;enter_cell2
Thu Feb 24 03:44:02 CET 2022;489;cell2;cell2_operation
Thu Feb 24 03:44:08 CET 2022;488;system;order_completed
Thu Feb 24 03:45:19 CET 2022;491;cell1_buffer;enter_cell1
Thu Feb 24 03:45:19 CET 2022;491;cell1;cell1_operation
Thu Feb 24 03:45:25 CET 2022;490;system;order_completed
Thu Feb 24 03:45:58 CET 2022;493;agv;transport_to_cell2_buffer
Thu Feb 24 03:46:41 CET 2022;494;system;new_order
Thu Feb 24 03:46:41 CET 2022;494;system;direct_to_line2
Thu Feb 24 03:47:11 CET 2022;495;system;new_order
Thu Feb 24 03:47:11 CET 2022;495;system;direct_to_line1
Thu Feb 24 03:48:17 CET 2022;492;cell2_buffer;enter_cell2
Thu Feb 24 03:48:17 CET 2022;492;cell2;cell2_operation
Thu Feb 24 03:48:23 CET 2022;489;system;order_completed
Thu Feb 24 03:49:48 CET 2022;494;agv;transport_to_cell2_buffer
Thu Feb 24 03:50:26 CET 2022;491;system;order_completed
Thu Feb 24 03:51:51 CET 2022;495;agv;transport_to_cell1_buffer
Thu Feb 24 03:53:33 CET 2022;493;cell2_buffer;enter_cell2
Thu Feb 24 03:53:33 CET 2022;493;cell2;cell2_operation
Thu Feb 24 03:53:38 CET 2022;492;system;order_completed
Thu Feb 24 03:54:47 CET 2022;495;cell1_buffer;enter_cell1
Thu Feb 24 03:54:47 CET 2022;495;cell1;cell1_operation
Thu Feb 24 03:54:58 CET 2022;496;system;new_order
Thu Feb 24 03:54:58 CET 2022;496;system;direct_to_line1
Thu Feb 24 03:54:58 CET 2022;496;agv;transport_to_cell1_buffer
Thu Feb 24 03:55:54 CET 2022;497;system;new_order
Thu Feb 24 03:55:54 CET 2022;497;system;direct_to_line1
Thu Feb 24 03:56:55 CET 2022;497;agv;transport_to_cell1_buffer
Thu Feb 24 03:59:15 CET 2022;493;system;order_completed
Thu Feb 24 04:00:36 CET 2022;495;system;order_completed
Thu Feb 24 04:03:19 CET 2022;498;system;new_order
Thu Feb 24 04:03:19 CET 2022;498;system;direct_to_line1
Thu Feb 24 04:03:19 CET 2022;498;agv;transport_to_cell1_buffer
Thu Feb 24 04:08:43 CET 2022;494;cell2_buffer;enter_cell2
Thu Feb 24 04:08:43 CET 2022;494;cell2;cell2_operation
Thu Feb 24 04:11:43 CET 2022;496;cell1_buffer;enter_cell1
Thu Feb 24 04:11:43 CET 2022;496;cell1;cell1_operation
Thu Feb 24 04:15:16 CET 2022;499;system;new_order
Thu Feb 24 04:15:16 CET 2022;499;system;direct_to_line1
Thu Feb 24 04:15:16 CET 2022;499;agv;transport_to_cell1_buffer
Thu Feb 24 04:16:13 CET 2022;494;system;order_completed
Thu Feb 24 04:16:41 CET 2022;497;cell1_buffer;enter_cell1
Thu Feb 24 04:16:41 CET 2022;497;cell1;cell1_operation
Thu Feb 24 04:16:47 CET 2022;496;system;order_completed
Thu Feb 24 04:23:03 CET 2022;498;cell1_buffer;enter_cell1
Thu Feb 24 04:23:03 CET 2022;498;cell1;cell1_operation
Thu Feb 24 04:23:08 CET 2022;497;system;order_completed
Thu Feb 24 04:26:33 CET 2022;500;system;new_order
Thu Feb 24 04:26:33 CET 2022;500;system;direct_to_line1
Thu Feb 24 04:26:33 CET 2022;500;agv;transport_to_cell1_buffer
Thu Feb 24 04:28:56 CET 2022;499;cell1_buffer;enter_cell1
Thu Feb 24 04:28:56 CET 2022;499;cell1;cell1_operation
Thu Feb 24 04:29:01 CET 2022;498;system;order_completed
Thu Feb 24 04:35:05 CET 2022;500;cell1_buffer;enter_cell1
Thu Feb 24 04:35:05 CET 2022;500;cell1;cell1_operation
Thu Feb 24 04:35:11 CET 2022;499;system;order_completed
Thu Feb 24 04:39:12 CET 2022;501;system;new_order
Thu Feb 24 04:39:12 CET 2022;501;system;direct_to_line2
Thu Feb 24 04:39:12 CET 2022;501;agv;transport_to_cell2_buffer
Thu Feb 24 04:40:32 CET 2022;502;system;new_order
Thu Feb 24 04:40:32 CET 2022;502;system;direct_to_line1
Thu Feb 24 04:40:34 CET 2022;503;system;new_order
Thu Feb 24 04:40:34 CET 2022;503;system;direct_to_line2
Thu Feb 24 04:41:07 CET 2022;500;system;order_completed
Thu Feb 24 04:41:51 CET 2022;501;cell2_buffer;enter_cell2
Thu Feb 24 04:41:51 CET 2022;502;agv;transport_to_cell1_buffer
Thu Feb 24 04:41:51 CET 2022;501;cell2;cell2_operation
Thu Feb 24 04:42:36 CET 2022;504;system;new_order
Thu Feb 24 04:42:36 CET 2022;504;system;direct_to_line1
Thu Feb 24 04:43:00 CET 2022;503;agv;transport_to_cell2_buffer
Thu Feb 24 04:44:59 CET 2022;504;agv;transport_to_cell1_buffer
Thu Feb 24 04:48:00 CET 2022;505;system;new_order
Thu Feb 24 04:48:00 CET 2022;505;system;direct_to_line2
Thu Feb 24 04:48:00 CET 2022;505;agv;transport_to_cell2_buffer
Thu Feb 24 04:48:26 CET 2022;503;cell2_buffer;enter_cell2
Thu Feb 24 04:48:26 CET 2022;503;cell2;cell2_operation
Thu Feb 24 04:48:32 CET 2022;501;system;order_completed
Thu Feb 24 04:48:44 CET 2022;506;system;new_order
Thu Feb 24 04:48:44 CET 2022;506;system;direct_to_line1
Thu Feb 24 04:50:11 CET 2022;506;agv;transport_to_cell1_buffer
Thu Feb 24 04:52:17 CET 2022;502;cell1_buffer;enter_cell1
Thu Feb 24 04:52:17 CET 2022;502;cell1;cell1_operation
Thu Feb 24 04:53:03 CET 2022;505;cell2_buffer;enter_cell2
Thu Feb 24 04:53:03 CET 2022;505;cell2;cell2_operation
Thu Feb 24 04:53:09 CET 2022;503;system;order_completed
Thu Feb 24 04:54:13 CET 2022;507;system;new_order
Thu Feb 24 04:54:13 CET 2022;507;system;direct_to_line2
Thu Feb 24 04:54:13 CET 2022;507;agv;transport_to_cell2_buffer
Thu Feb 24 04:55:06 CET 2022;508;system;new_order
Thu Feb 24 04:55:06 CET 2022;508;system;direct_to_line2
Thu Feb 24 04:57:08 CET 2022;508;agv;transport_to_cell2_buffer
Thu Feb 24 04:58:00 CET 2022;509;system;new_order
Thu Feb 24 04:58:00 CET 2022;509;system;direct_to_line1
Thu Feb 24 04:58:33 CET 2022;504;cell1_buffer;enter_cell1
Thu Feb 24 04:58:33 CET 2022;504;cell1;cell1_operation
Thu Feb 24 04:58:39 CET 2022;502;system;order_completed
Thu Feb 24 04:59:35 CET 2022;505;system;order_completed
Thu Feb 24 05:01:42 CET 2022;510;system;new_order
Thu Feb 24 05:01:42 CET 2022;510;system;direct_to_line1
Thu Feb 24 05:02:06 CET 2022;509;agv;transport_to_cell1_buffer
Thu Feb 24 05:03:00 CET 2022;506;cell1_buffer;enter_cell1
Thu Feb 24 05:03:00 CET 2022;506;cell1;cell1_operation
Thu Feb 24 05:03:06 CET 2022;504;system;order_completed
Thu Feb 24 05:04:51 CET 2022;511;system;new_order
Thu Feb 24 05:04:51 CET 2022;511;system;direct_to_line1
Thu Feb 24 05:05:58 CET 2022;510;agv;transport_to_cell1_buffer
Thu Feb 24 05:07:19 CET 2022;511;agv;transport_to_cell1_buffer
Thu Feb 24 05:08:50 CET 2022;507;cell2_buffer;enter_cell2
Thu Feb 24 05:08:50 CET 2022;507;cell2;cell2_operation
Thu Feb 24 05:09:14 CET 2022;512;system;new_order
Thu Feb 24 05:09:14 CET 2022;512;system;direct_to_line2
Thu Feb 24 05:09:16 CET 2022;512;agv;transport_to_cell2_buffer
Thu Feb 24 05:09:23 CET 2022;509;cell1_buffer;enter_cell1
Thu Feb 24 05:09:23 CET 2022;509;cell1;cell1_operation
Thu Feb 24 05:09:29 CET 2022;506;system;order_completed
Thu Feb 24 05:13:19 CET 2022;513;system;new_order
Thu Feb 24 05:13:19 CET 2022;513;system;direct_to_line2
Thu Feb 24 05:13:19 CET 2022;513;agv;transport_to_cell2_buffer
Thu Feb 24 05:14:40 CET 2022;510;cell1_buffer;enter_cell1
Thu Feb 24 05:14:40 CET 2022;510;cell1;cell1_operation
Thu Feb 24 05:14:46 CET 2022;509;system;order_completed
Thu Feb 24 05:15:52 CET 2022;508;cell2_buffer;enter_cell2
Thu Feb 24 05:15:52 CET 2022;508;cell2;cell2_operation
Thu Feb 24 05:15:58 CET 2022;507;system;order_completed
Thu Feb 24 05:18:15 CET 2022;514;system;new_order
Thu Feb 24 05:18:15 CET 2022;514;system;direct_to_line2
Thu Feb 24 05:18:15 CET 2022;514;agv;transport_to_cell2_buffer
Thu Feb 24 05:18:41 CET 2022;515;system;new_order
Thu Feb 24 05:18:41 CET 2022;515;system;direct_to_line2
Thu Feb 24 05:20:35 CET 2022;516;system;new_order
Thu Feb 24 05:20:35 CET 2022;516;system;direct_to_line1
Thu Feb 24 05:21:38 CET 2022;511;cell1_buffer;enter_cell1
Thu Feb 24 05:21:38 CET 2022;511;cell1;cell1_operation
Thu Feb 24 05:21:44 CET 2022;510;system;order_completed
Thu Feb 24 05:23:21 CET 2022;515;agv;transport_to_cell2_buffer
Thu Feb 24 05:23:25 CET 2022;512;cell2_buffer;enter_cell2
Thu Feb 24 05:23:25 CET 2022;512;cell2;cell2_operation
Thu Feb 24 05:23:31 CET 2022;508;system;order_completed
Thu Feb 24 05:25:36 CET 2022;516;agv;transport_to_cell1_buffer
Thu Feb 24 05:26:52 CET 2022;511;system;order_completed
Thu Feb 24 05:26:53 CET 2022;517;system;new_order
Thu Feb 24 05:26:53 CET 2022;517;system;direct_to_line2
Thu Feb 24 05:28:07 CET 2022;516;cell1_buffer;enter_cell1
Thu Feb 24 05:28:07 CET 2022;517;agv;transport_to_cell2_buffer
Thu Feb 24 05:28:07 CET 2022;516;cell1;cell1_operation
Thu Feb 24 05:29:34 CET 2022;512;system;order_completed
Thu Feb 24 05:30:25 CET 2022;518;system;new_order
Thu Feb 24 05:30:25 CET 2022;518;system;direct_to_line2
Thu Feb 24 05:32:59 CET 2022;518;agv;transport_to_cell2_buffer
Thu Feb 24 05:34:10 CET 2022;516;system;order_completed
Thu Feb 24 05:37:00 CET 2022;519;system;new_order
Thu Feb 24 05:37:00 CET 2022;519;system;direct_to_line1
