ts;id;resource;event
Thu Feb 24 16:56:10 CET 2022;647;cell2_buffer;enter_cell2
Thu Feb 24 16:56:10 CET 2022;647;cell2;cell2_operation
Thu Feb 24 16:56:10 CET 2022;659;agv;transport_to_cell2_buffer
Thu Feb 24 16:56:16 CET 2022;645;system;order_completed
Thu Feb 24 16:58:30 CET 2022;671;system;new_order
Thu Feb 24 16:58:30 CET 2022;671;system;direct_to_line1
Thu Feb 24 17:00:03 CET 2022;672;system;new_order
Thu Feb 24 17:00:03 CET 2022;672;system;direct_to_line2
Thu Feb 24 17:01:02 CET 2022;648;cell2_buffer;enter_cell2
Thu Feb 24 17:01:02 CET 2022;648;cell2;cell2_operation
Thu Feb 24 17:01:02 CET 2022;660;agv;transport_to_cell2_buffer
Thu Feb 24 17:01:08 CET 2022;647;system;order_completed
Thu Feb 24 17:08:10 CET 2022;648;system;order_completed
Thu Feb 24 17:18:05 CET 2022;649;cell2_buffer;enter_cell2
Thu Feb 24 17:18:05 CET 2022;649;cell2;cell2_operation
Thu Feb 24 17:18:05 CET 2022;661;agv;transport_to_cell2_buffer
Thu Feb 24 17:24:45 CET 2022;650;cell2_buffer;enter_cell2
Thu Feb 24 17:24:45 CET 2022;650;cell2;cell2_operation
Thu Feb 24 17:24:45 CET 2022;662;agv;transport_to_cell2_buffer
Thu Feb 24 17:24:51 CET 2022;649;system;order_completed
Thu Feb 24 17:27:07 CET 2022;673;system;new_order
Thu Feb 24 17:27:07 CET 2022;673;system;direct_to_line1
Thu Feb 24 17:30:04 CET 2022;674;system;new_order
Thu Feb 24 17:30:04 CET 2022;674;system;direct_to_line1
Thu Feb 24 17:30:16 CET 2022;651;cell2_buffer;enter_cell2
Thu Feb 24 17:30:16 CET 2022;651;cell2;cell2_operation
Thu Feb 24 17:30:16 CET 2022;663;agv;transport_to_cell1_buffer
Thu Feb 24 17:30:22 CET 2022;650;system;order_completed
Thu Feb 24 17:30:33 CET 2022;663;cell1_buffer;enter_cell1
Thu Feb 24 17:30:33 CET 2022;664;agv;transport_to_cell1_buffer
Thu Feb 24 17:30:33 CET 2022;663;cell1;cell1_operation
Thu Feb 24 17:30:52 CET 2022;665;agv;transport_to_cell2_buffer
Thu Feb 24 17:32:08 CET 2022;675;system;new_order
Thu Feb 24 17:32:08 CET 2022;675;system;direct_to_line2
Thu Feb 24 17:36:41 CET 2022;652;cell2_buffer;enter_cell2
Thu Feb 24 17:36:41 CET 2022;652;cell2;cell2_operation
Thu Feb 24 17:36:41 CET 2022;666;agv;transport_to_cell1_buffer
Thu Feb 24 17:36:47 CET 2022;651;system;order_completed
Thu Feb 24 17:36:51 CET 2022;664;cell1_buffer;enter_cell1
Thu Feb 24 17:36:51 CET 2022;664;cell1;cell1_operation
Thu Feb 24 17:36:56 CET 2022;663;system;order_completed
Thu Feb 24 17:38:39 CET 2022;667;agv;transport_to_cell2_buffer
Thu Feb 24 17:39:10 CET 2022;676;system;new_order
Thu Feb 24 17:39:10 CET 2022;676;system;direct_to_line2
Thu Feb 24 17:41:50 CET 2022;666;cell1_buffer;enter_cell1
Thu Feb 24 17:41:50 CET 2022;666;cell1;cell1_operation
Thu Feb 24 17:41:56 CET 2022;664;system;order_completed
Thu Feb 24 17:42:57 CET 2022;677;system;new_order
Thu Feb 24 17:42:57 CET 2022;677;system;direct_to_line1
Thu Feb 24 17:43:04 CET 2022;652;system;order_completed
Thu Feb 24 17:46:44 CET 2022;678;system;new_order
Thu Feb 24 17:46:44 CET 2022;678;system;direct_to_line1
Thu Feb 24 17:49:20 CET 2022;666;system;order_completed
Thu Feb 24 17:50:07 CET 2022;679;system;new_order
Thu Feb 24 17:50:07 CET 2022;679;system;direct_to_line1
Thu Feb 24 17:51:46 CET 2022;680;system;new_order
Thu Feb 24 17:51:46 CET 2022;680;system;direct_to_line1
Thu Feb 24 17:53:10 CET 2022;681;system;new_order
Thu Feb 24 17:53:10 CET 2022;681;system;direct_to_line1
Thu Feb 24 17:53:23 CET 2022;655;cell2_buffer;enter_cell2
Thu Feb 24 17:53:23 CET 2022;655;cell2;cell2_operation
Thu Feb 24 17:53:23 CET 2022;668;agv;transport_to_cell2_buffer
Thu Feb 24 17:53:25 CET 2022;682;system;new_order
Thu Feb 24 17:53:25 CET 2022;682;system;direct_to_line2
Thu Feb 24 17:56:40 CET 2022;683;system;new_order
Thu Feb 24 17:56:40 CET 2022;683;system;direct_to_line1
Thu Feb 24 17:59:21 CET 2022;656;cell2_buffer;enter_cell2
Thu Feb 24 17:59:21 CET 2022;656;cell2;cell2_operation
Thu Feb 24 17:59:21 CET 2022;669;agv;transport_to_cell1_buffer
Thu Feb 24 17:59:27 CET 2022;655;system;order_completed
Thu Feb 24 18:01:36 CET 2022;670;agv;transport_to_cell1_buffer
Thu Feb 24 18:02:15 CET 2022;684;system;new_order
Thu Feb 24 18:02:15 CET 2022;684;system;direct_to_line2
Thu Feb 24 18:03:39 CET 2022;671;agv;transport_to_cell1_buffer
Thu Feb 24 18:05:09 CET 2022;672;agv;transport_to_cell2_buffer
Thu Feb 24 18:05:15 CET 2022;657;cell2_buffer;enter_cell2
Thu Feb 24 18:05:15 CET 2022;657;cell2;cell2_operation
Thu Feb 24 18:05:20 CET 2022;656;system;order_completed
Thu Feb 24 18:06:01 CET 2022;685;system;new_order
Thu Feb 24 18:06:01 CET 2022;685;system;direct_to_line2
Thu Feb 24 18:06:52 CET 2022;686;system;new_order
Thu Feb 24 18:06:52 CET 2022;686;system;direct_to_line2
Thu Feb 24 18:07:11 CET 2022;669;cell1_buffer;enter_cell1
Thu Feb 24 18:07:11 CET 2022;669;cell1;cell1_operation
Thu Feb 24 18:08:36 CET 2022;673;agv;transport_to_cell1_buffer
Thu Feb 24 18:08:52 CET 2022;687;system;new_order
Thu Feb 24 18:08:52 CET 2022;687;system;direct_to_line2
Thu Feb 24 18:10:35 CET 2022;657;system;order_completed
Thu Feb 24 18:12:13 CET 2022;688;system;new_order
Thu Feb 24 18:12:13 CET 2022;688;system;direct_to_line1
Thu Feb 24 18:12:25 CET 2022;674;agv;transport_to_cell1_buffer
Thu Feb 24 18:12:30 CET 2022;670;cell1_buffer;enter_cell1
Thu Feb 24 18:12:30 CET 2022;670;cell1;cell1_operation
Thu Feb 24 18:12:36 CET 2022;669;system;order_completed
Thu Feb 24 18:13:20 CET 2022;689;system;new_order
Thu Feb 24 18:13:20 CET 2022;689;system;direct_to_line2
Thu Feb 24 18:13:39 CET 2022;675;agv;transport_to_cell2_buffer
Thu Feb 24 18:17:19 CET 2022;690;system;new_order
Thu Feb 24 18:17:19 CET 2022;690;system;direct_to_line1
Thu Feb 24 18:18:06 CET 2022;691;system;new_order
Thu Feb 24 18:18:06 CET 2022;691;system;direct_to_line2
Thu Feb 24 18:18:19 CET 2022;692;system;new_order
Thu Feb 24 18:18:19 CET 2022;692;system;direct_to_line1
Thu Feb 24 18:18:39 CET 2022;671;cell1_buffer;enter_cell1
Thu Feb 24 18:18:39 CET 2022;671;cell1;cell1_operation
Thu Feb 24 18:18:44 CET 2022;670;system;order_completed
Thu Feb 24 18:20:51 CET 2022;658;cell2_buffer;enter_cell2
Thu Feb 24 18:20:51 CET 2022;658;cell2;cell2_operation
Thu Feb 24 18:23:20 CET 2022;693;system;new_order
Thu Feb 24 18:23:20 CET 2022;693;system;direct_to_line2
Thu Feb 24 18:25:21 CET 2022;673;cell1_buffer;enter_cell1
Thu Feb 24 18:25:21 CET 2022;673;cell1;cell1_operation
Thu Feb 24 18:25:26 CET 2022;671;system;order_completed
Thu Feb 24 18:26:10 CET 2022;659;cell2_buffer;enter_cell2
Thu Feb 24 18:26:10 CET 2022;659;cell2;cell2_operation
Thu Feb 24 18:26:15 CET 2022;694;system;new_order
Thu Feb 24 18:26:15 CET 2022;694;system;direct_to_line1
Thu Feb 24 18:26:16 CET 2022;658;system;order_completed
Thu Feb 24 18:28:06 CET 2022;695;system;new_order
Thu Feb 24 18:28:06 CET 2022;695;system;direct_to_line2
Thu Feb 24 18:29:48 CET 2022;696;system;new_order
Thu Feb 24 18:29:48 CET 2022;696;system;direct_to_line1
Thu Feb 24 18:30:30 CET 2022;676;agv;transport_to_cell2_buffer
Thu Feb 24 18:31:04 CET 2022;674;cell1_buffer;enter_cell1
Thu Feb 24 18:31:04 CET 2022;674;cell1;cell1_operation
Thu Feb 24 18:31:10 CET 2022;673;system;order_completed
Thu Feb 24 18:33:16 CET 2022;660;cell2_buffer;enter_cell2
Thu Feb 24 18:33:16 CET 2022;660;cell2;cell2_operation
Thu Feb 24 18:33:22 CET 2022;659;system;order_completed
Thu Feb 24 18:33:23 CET 2022;677;agv;transport_to_cell1_buffer
Thu Feb 24 18:34:12 CET 2022;697;system;new_order
Thu Feb 24 18:34:12 CET 2022;697;system;direct_to_line2
Thu Feb 24 18:34:55 CET 2022;678;agv;transport_to_cell1_buffer
Thu Feb 24 18:34:56 CET 2022;698;system;new_order
Thu Feb 24 18:34:56 CET 2022;698;system;direct_to_line2
Thu Feb 24 18:35:47 CET 2022;679;agv;transport_to_cell1_buffer
Thu Feb 24 18:36:18 CET 2022;699;system;new_order
Thu Feb 24 18:36:18 CET 2022;699;system;direct_to_line1
Thu Feb 24 18:37:13 CET 2022;677;cell1_buffer;enter_cell1
Thu Feb 24 18:37:13 CET 2022;677;cell1;cell1_operation
Thu Feb 24 18:37:19 CET 2022;674;system;order_completed
Thu Feb 24 18:38:27 CET 2022;700;system;new_order
Thu Feb 24 18:38:27 CET 2022;700;system;direct_to_line1
Thu Feb 24 18:39:36 CET 2022;680;agv;transport_to_cell1_buffer
Thu Feb 24 18:40:16 CET 2022;681;agv;transport_to_cell1_buffer
Thu Feb 24 18:40:54 CET 2022;701;system;new_order
Thu Feb 24 18:40:54 CET 2022;701;system;direct_to_line2
Thu Feb 24 18:41:27 CET 2022;682;agv;transport_to_cell2_buffer
Thu Feb 24 18:41:33 CET 2022;660;system;order_completed
Thu Feb 24 18:42:38 CET 2022;683;agv;transport_to_cell1_buffer
Thu Feb 24 18:43:13 CET 2022;678;cell1_buffer;enter_cell1
Thu Feb 24 18:43:13 CET 2022;678;cell1;cell1_operation
Thu Feb 24 18:43:19 CET 2022;677;system;order_completed
Thu Feb 24 18:43:49 CET 2022;684;agv;transport_to_cell2_buffer
Thu Feb 24 18:45:53 CET 2022;702;system;new_order
Thu Feb 24 18:45:53 CET 2022;702;system;direct_to_line2
Thu Feb 24 18:46:25 CET 2022;703;system;new_order
Thu Feb 24 18:46:25 CET 2022;703;system;direct_to_line1
Thu Feb 24 18:47:22 CET 2022;704;system;new_order
Thu Feb 24 18:47:22 CET 2022;704;system;direct_to_line2
Thu Feb 24 18:48:00 CET 2022;705;system;new_order
Thu Feb 24 18:48:00 CET 2022;705;system;direct_to_line2
Thu Feb 24 18:48:15 CET 2022;706;system;new_order
Thu Feb 24 18:48:15 CET 2022;706;system;direct_to_line2
Thu Feb 24 18:49:26 CET 2022;679;cell1_buffer;enter_cell1
Thu Feb 24 18:49:26 CET 2022;679;cell1;cell1_operation
Thu Feb 24 18:49:32 CET 2022;678;system;order_completed
Thu Feb 24 18:53:04 CET 2022;661;cell2_buffer;enter_cell2
Thu Feb 24 18:53:04 CET 2022;661;cell2;cell2_operation
Thu Feb 24 18:53:04 CET 2022;685;agv;transport_to_cell2_buffer
Thu Feb 24 18:55:10 CET 2022;707;system;new_order
Thu Feb 24 18:55:10 CET 2022;707;system;direct_to_line2
Thu Feb 24 18:56:09 CET 2022;680;cell1_buffer;enter_cell1
Thu Feb 24 18:56:09 CET 2022;680;cell1;cell1_operation
Thu Feb 24 18:56:15 CET 2022;679;system;order_completed
Thu Feb 24 18:58:01 CET 2022;662;cell2_buffer;enter_cell2
Thu Feb 24 18:58:01 CET 2022;662;cell2;cell2_operation
Thu Feb 24 18:58:01 CET 2022;686;agv;transport_to_cell2_buffer
Thu Feb 24 18:58:07 CET 2022;661;system;order_completed
Thu Feb 24 19:00:03 CET 2022;708;system;new_order
Thu Feb 24 19:00:03 CET 2022;708;system;direct_to_line1
Thu Feb 24 19:01:10 CET 2022;681;cell1_buffer;enter_cell1
Thu Feb 24 19:01:10 CET 2022;681;cell1;cell1_operation
Thu Feb 24 19:01:16 CET 2022;680;system;order_completed
Thu Feb 24 19:02:19 CET 2022;665;cell2_buffer;enter_cell2
Thu Feb 24 19:02:19 CET 2022;665;cell2;cell2_operation
Thu Feb 24 19:02:19 CET 2022;687;agv;transport_to_cell2_buffer
Thu Feb 24 19:02:25 CET 2022;662;system;order_completed
Thu Feb 24 19:05:17 CET 2022;709;system;new_order
Thu Feb 24 19:05:17 CET 2022;709;system;direct_to_line1
Thu Feb 24 19:06:27 CET 2022;683;cell1_buffer;enter_cell1
Thu Feb 24 19:06:27 CET 2022;683;cell1;cell1_operation
Thu Feb 24 19:06:33 CET 2022;681;system;order_completed
Thu Feb 24 19:08:28 CET 2022;667;cell2_buffer;enter_cell2
Thu Feb 24 19:08:28 CET 2022;667;cell2;cell2_operation
Thu Feb 24 19:08:28 CET 2022;688;agv;transport_to_cell1_buffer
Thu Feb 24 19:08:34 CET 2022;665;system;order_completed
Thu Feb 24 19:09:01 CET 2022;689;agv;transport_to_cell2_buffer
Thu Feb 24 19:11:29 CET 2022;688;cell1_buffer;enter_cell1
Thu Feb 24 19:11:29 CET 2022;688;cell1;cell1_operation
Thu Feb 24 19:11:35 CET 2022;683;system;order_completed
Thu Feb 24 19:13:10 CET 2022;710;system;new_order
Thu Feb 24 19:13:10 CET 2022;710;system;direct_to_line2
Thu Feb 24 19:15:11 CET 2022;667;system;order_completed
Thu Feb 24 19:16:22 CET 2022;688;system;order_completed
Thu Feb 24 19:17:08 CET 2022;711;system;new_order
Thu Feb 24 19:17:08 CET 2022;711;system;direct_to_line1
Thu Feb 24 19:17:10 CET 2022;712;system;new_order
Thu Feb 24 19:17:10 CET 2022;712;system;direct_to_line1
Thu Feb 24 19:24:38 CET 2022;668;cell2_buffer;enter_cell2
Thu Feb 24 19:24:38 CET 2022;668;cell2;cell2_operation
Thu Feb 24 19:24:38 CET 2022;690;agv;transport_to_cell1_buffer
Thu Feb 24 19:26:55 CET 2022;713;system;new_order
Thu Feb 24 19:26:55 CET 2022;713;system;direct_to_line2
Thu Feb 24 19:27:00 CET 2022;690;cell1_buffer;enter_cell1
Thu Feb 24 19:27:00 CET 2022;691;agv;transport_to_cell2_buffer
Thu Feb 24 19:27:00 CET 2022;690;cell1;cell1_operation
Thu Feb 24 19:27:42 CET 2022;714;system;new_order
Thu Feb 24 19:27:42 CET 2022;714;system;direct_to_line2
Thu Feb 24 19:28:47 CET 2022;672;cell2_buffer;enter_cell2
Thu Feb 24 19:28:47 CET 2022;672;cell2;cell2_operation
Thu Feb 24 19:28:53 CET 2022;668;system;order_completed
Thu Feb 24 19:29:06 CET 2022;692;agv;transport_to_cell1_buffer
Thu Feb 24 19:30:58 CET 2022;690;system;order_completed
Thu Feb 24 19:31:31 CET 2022;692;cell1_buffer;enter_cell1
Thu Feb 24 19:31:31 CET 2022;693;agv;transport_to_cell2_buffer
Thu Feb 24 19:31:31 CET 2022;692;cell1;cell1_operation
Thu Feb 24 19:32:04 CET 2022;715;system;new_order
Thu Feb 24 19:32:04 CET 2022;715;system;direct_to_line1
Thu Feb 24 19:36:10 CET 2022;675;cell2_buffer;enter_cell2
Thu Feb 24 19:36:10 CET 2022;675;cell2;cell2_operation
Thu Feb 24 19:36:10 CET 2022;694;agv;transport_to_cell1_buffer
Thu Feb 24 19:36:16 CET 2022;672;system;order_completed
Thu Feb 24 19:37:16 CET 2022;692;system;order_completed
Thu Feb 24 19:39:16 CET 2022;716;system;new_order
Thu Feb 24 19:39:16 CET 2022;716;system;direct_to_line1
Thu Feb 24 19:39:22 CET 2022;694;cell1_buffer;enter_cell1
Thu Feb 24 19:39:22 CET 2022;695;agv;transport_to_cell2_buffer
Thu Feb 24 19:39:22 CET 2022;694;cell1;cell1_operation
Thu Feb 24 19:42:28 CET 2022;676;cell2_buffer;enter_cell2
Thu Feb 24 19:42:28 CET 2022;676;cell2;cell2_operation
Thu Feb 24 19:42:28 CET 2022;696;agv;transport_to_cell1_buffer
Thu Feb 24 19:42:34 CET 2022;675;system;order_completed
Thu Feb 24 19:42:39 CET 2022;717;system;new_order
Thu Feb 24 19:42:39 CET 2022;717;system;direct_to_line2
Thu Feb 24 19:43:52 CET 2022;697;agv;transport_to_cell2_buffer
Thu Feb 24 19:44:11 CET 2022;718;system;new_order
Thu Feb 24 19:44:11 CET 2022;718;system;direct_to_line1
Thu Feb 24 19:44:38 CET 2022;719;system;new_order
Thu Feb 24 19:44:38 CET 2022;719;system;direct_to_line2
Thu Feb 24 19:44:56 CET 2022;720;system;new_order
Thu Feb 24 19:44:56 CET 2022;720;system;direct_to_line2
Thu Feb 24 19:46:02 CET 2022;721;system;new_order
Thu Feb 24 19:46:02 CET 2022;721;system;direct_to_line2
Thu Feb 24 19:46:08 CET 2022;696;cell1_buffer;enter_cell1
Thu Feb 24 19:46:08 CET 2022;696;cell1;cell1_operation
Thu Feb 24 19:46:14 CET 2022;694;system;order_completed
Thu Feb 24 19:46:21 CET 2022;722;system;new_order
Thu Feb 24 19:46:21 CET 2022;722;system;direct_to_line2
Thu Feb 24 19:47:03 CET 2022;723;system;new_order
Thu Feb 24 19:47:03 CET 2022;723;system;direct_to_line2
Thu Feb 24 19:47:45 CET 2022;724;system;new_order
Thu Feb 24 19:47:45 CET 2022;724;system;direct_to_line1
Thu Feb 24 19:49:14 CET 2022;725;system;new_order
Thu Feb 24 19:49:14 CET 2022;725;system;direct_to_line2
Thu Feb 24 19:49:35 CET 2022;676;system;order_completed
Thu Feb 24 19:51:01 CET 2022;726;system;new_order
Thu Feb 24 19:51:01 CET 2022;726;system;direct_to_line1
Thu Feb 24 19:52:58 CET 2022;696;system;order_completed
Thu Feb 24 19:59:23 CET 2022;682;cell2_buffer;enter_cell2
Thu Feb 24 19:59:23 CET 2022;682;cell2;cell2_operation
Thu Feb 24 19:59:23 CET 2022;698;agv;transport_to_cell2_buffer
Thu Feb 24 20:01:12 CET 2022;727;system;new_order
Thu Feb 24 20:01:12 CET 2022;727;system;direct_to_line1
Thu Feb 24 20:03:51 CET 2022;728;system;new_order
Thu Feb 24 20:03:51 CET 2022;728;system;direct_to_line1
Thu Feb 24 20:04:52 CET 2022;729;system;new_order
Thu Feb 24 20:04:52 CET 2022;729;system;direct_to_line1
Thu Feb 24 20:05:18 CET 2022;684;cell2_buffer;enter_cell2
Thu Feb 24 20:05:18 CET 2022;684;cell2;cell2_operation
Thu Feb 24 20:05:18 CET 2022;699;agv;transport_to_cell1_buffer
Thu Feb 24 20:05:24 CET 2022;682;system;order_completed
Thu Feb 24 20:05:48 CET 2022;699;cell1_buffer;enter_cell1
Thu Feb 24 20:05:48 CET 2022;700;agv;transport_to_cell1_buffer
Thu Feb 24 20:05:48 CET 2022;699;cell1;cell1_operation
Thu Feb 24 20:07:39 CET 2022;730;system;new_order
Thu Feb 24 20:07:39 CET 2022;730;system;direct_to_line2
Thu Feb 24 20:07:53 CET 2022;731;system;new_order
Thu Feb 24 20:07:53 CET 2022;731;system;direct_to_line1
Thu Feb 24 20:09:19 CET 2022;701;agv;transport_to_cell2_buffer
Thu Feb 24 20:10:53 CET 2022;732;system;new_order
Thu Feb 24 20:10:53 CET 2022;732;system;direct_to_line1
Thu Feb 24 20:11:17 CET 2022;684;system;order_completed
Thu Feb 24 20:11:19 CET 2022;733;system;new_order
Thu Feb 24 20:11:19 CET 2022;733;system;direct_to_line2
Thu Feb 24 20:11:42 CET 2022;700;cell1_buffer;enter_cell1
Thu Feb 24 20:11:42 CET 2022;700;cell1;cell1_operation
Thu Feb 24 20:11:47 CET 2022;699;system;order_completed
Thu Feb 24 20:11:50 CET 2022;734;system;new_order
Thu Feb 24 20:11:50 CET 2022;734;system;direct_to_line1
Thu Feb 24 20:17:15 CET 2022;735;system;new_order
Thu Feb 24 20:17:15 CET 2022;735;system;direct_to_line1
Thu Feb 24 20:18:40 CET 2022;700;system;order_completed
Thu Feb 24 20:19:57 CET 2022;736;system;new_order
Thu Feb 24 20:19:57 CET 2022;736;system;direct_to_line1
Thu Feb 24 20:21:01 CET 2022;737;system;new_order
Thu Feb 24 20:21:01 CET 2022;737;system;direct_to_line1
Thu Feb 24 20:21:10 CET 2022;738;system;new_order
Thu Feb 24 20:21:10 CET 2022;738;system;direct_to_line2
Thu Feb 24 20:21:19 CET 2022;739;system;new_order
Thu Feb 24 20:21:19 CET 2022;739;system;direct_to_line2
Thu Feb 24 20:21:20 CET 2022;740;system;new_order
Thu Feb 24 20:21:20 CET 2022;740;system;direct_to_line1
Thu Feb 24 20:21:21 CET 2022;741;system;new_order
Thu Feb 24 20:21:21 CET 2022;741;system;direct_to_line2
Thu Feb 24 20:22:16 CET 2022;685;cell2_buffer;enter_cell2
Thu Feb 24 20:22:16 CET 2022;685;cell2;cell2_operation
Thu Feb 24 20:26:16 CET 2022;742;system;new_order
Thu Feb 24 20:26:16 CET 2022;742;system;direct_to_line2
Thu Feb 24 20:26:26 CET 2022;686;cell2_buffer;enter_cell2
Thu Feb 24 20:26:26 CET 2022;686;cell2;cell2_operation
Thu Feb 24 20:26:32 CET 2022;685;system;order_completed
Thu Feb 24 20:31:59 CET 2022;702;agv;transport_to_cell2_buffer
Thu Feb 24 20:33:34 CET 2022;687;cell2_buffer;enter_cell2
Thu Feb 24 20:33:34 CET 2022;687;cell2;cell2_operation
Thu Feb 24 20:33:40 CET 2022;686;system;order_completed
Thu Feb 24 20:34:09 CET 2022;703;agv;transport_to_cell1_buffer
Thu Feb 24 20:34:21 CET 2022;743;system;new_order
Thu Feb 24 20:34:21 CET 2022;743;system;direct_to_line2
Thu Feb 24 20:36:42 CET 2022;703;cell1_buffer;enter_cell1
Thu Feb 24 20:36:42 CET 2022;704;agv;transport_to_cell2_buffer
Thu Feb 24 20:36:42 CET 2022;703;cell1;cell1_operation
Thu Feb 24 20:37:11 CET 2022;744;system;new_order
Thu Feb 24 20:37:11 CET 2022;744;system;direct_to_line1
Thu Feb 24 20:37:33 CET 2022;689;cell2_buffer;enter_cell2
Thu Feb 24 20:37:33 CET 2022;689;cell2;cell2_operation
Thu Feb 24 20:37:39 CET 2022;687;system;order_completed
Thu Feb 24 20:39:52 CET 2022;705;agv;transport_to_cell2_buffer
Thu Feb 24 20:40:51 CET 2022;745;system;new_order
Thu Feb 24 20:40:51 CET 2022;745;system;direct_to_line2
Thu Feb 24 20:42:44 CET 2022;746;system;new_order
Thu Feb 24 20:42:44 CET 2022;746;system;direct_to_line1
Thu Feb 24 20:43:15 CET 2022;703;system;order_completed
Thu Feb 24 20:43:42 CET 2022;706;agv;transport_to_cell2_buffer
Thu Feb 24 20:45:16 CET 2022;689;system;order_completed
Thu Feb 24 20:50:25 CET 2022;747;system;new_order
Thu Feb 24 20:50:25 CET 2022;747;system;direct_to_line1
Thu Feb 24 20:53:17 CET 2022;748;system;new_order
Thu Feb 24 20:53:17 CET 2022;748;system;direct_to_line1
Thu Feb 24 20:55:21 CET 2022;691;cell2_buffer;enter_cell2
Thu Feb 24 20:55:21 CET 2022;691;cell2;cell2_operation
Thu Feb 24 20:55:21 CET 2022;707;agv;transport_to_cell2_buffer
Thu Feb 24 21:01:16 CET 2022;749;system;new_order
Thu Feb 24 21:01:16 CET 2022;749;system;direct_to_line2
Thu Feb 24 21:01:37 CET 2022;750;system;new_order
Thu Feb 24 21:01:37 CET 2022;750;system;direct_to_line2
Thu Feb 24 21:03:55 CET 2022;693;cell2_buffer;enter_cell2
Thu Feb 24 21:03:55 CET 2022;693;cell2;cell2_operation
Thu Feb 24 21:03:55 CET 2022;708;agv;transport_to_cell1_buffer
Thu Feb 24 21:04:01 CET 2022;691;system;order_completed
Thu Feb 24 21:05:33 CET 2022;708;cell1_buffer;enter_cell1
Thu Feb 24 21:05:33 CET 2022;709;agv;transport_to_cell1_buffer
Thu Feb 24 21:05:33 CET 2022;708;cell1;cell1_operation
Thu Feb 24 21:07:42 CET 2022;710;agv;transport_to_cell2_buffer
Thu Feb 24 21:10:49 CET 2022;695;cell2_buffer;enter_cell2
Thu Feb 24 21:10:49 CET 2022;695;cell2;cell2_operation
Thu Feb 24 21:10:49 CET 2022;711;agv;transport_to_cell1_buffer
Thu Feb 24 21:10:55 CET 2022;693;system;order_completed
Thu Feb 24 21:11:14 CET 2022;709;cell1_buffer;enter_cell1
Thu Feb 24 21:11:14 CET 2022;709;cell1;cell1_operation
Thu Feb 24 21:11:20 CET 2022;708;system;order_completed
Thu Feb 24 21:12:07 CET 2022;712;agv;transport_to_cell1_buffer
Thu Feb 24 21:13:28 CET 2022;751;system;new_order
Thu Feb 24 21:13:28 CET 2022;751;system;direct_to_line2
Thu Feb 24 21:14:56 CET 2022;752;system;new_order
Thu Feb 24 21:14:56 CET 2022;752;system;direct_to_line2
Thu Feb 24 21:15:40 CET 2022;695;system;order_completed
Thu Feb 24 21:16:08 CET 2022;713;agv;transport_to_cell2_buffer
Thu Feb 24 21:17:34 CET 2022;711;cell1_buffer;enter_cell1
Thu Feb 24 21:17:34 CET 2022;711;cell1;cell1_operation
Thu Feb 24 21:17:40 CET 2022;709;system;order_completed
Thu Feb 24 21:21:07 CET 2022;753;system;new_order
Thu Feb 24 21:21:07 CET 2022;753;system;direct_to_line2
Thu Feb 24 21:22:45 CET 2022;712;cell1_buffer;enter_cell1
Thu Feb 24 21:22:45 CET 2022;712;cell1;cell1_operation
Thu Feb 24 21:22:50 CET 2022;711;system;order_completed
Thu Feb 24 21:24:57 CET 2022;754;system;new_order
Thu Feb 24 21:24:57 CET 2022;754;system;direct_to_line1
Thu Feb 24 21:27:07 CET 2022;697;cell2_buffer;enter_cell2
Thu Feb 24 21:27:07 CET 2022;697;cell2;cell2_operation
Thu Feb 24 21:27:07 CET 2022;714;agv;transport_to_cell2_buffer
Thu Feb 24 21:27:20 CET 2022;712;system;order_completed
Thu Feb 24 21:28:28 CET 2022;755;system;new_order
Thu Feb 24 21:28:28 CET 2022;755;system;direct_to_line2
Thu Feb 24 21:30:11 CET 2022;756;system;new_order
Thu Feb 24 21:30:11 CET 2022;756;system;direct_to_line1
Thu Feb 24 21:30:25 CET 2022;757;system;new_order
Thu Feb 24 21:30:25 CET 2022;757;system;direct_to_line1
Thu Feb 24 21:33:13 CET 2022;698;cell2_buffer;enter_cell2
Thu Feb 24 21:33:13 CET 2022;698;cell2;cell2_operation
Thu Feb 24 21:33:13 CET 2022;715;agv;transport_to_cell1_buffer
Thu Feb 24 21:33:19 CET 2022;697;system;order_completed
Thu Feb 24 21:34:15 CET 2022;715;cell1_buffer;enter_cell1
Thu Feb 24 21:34:15 CET 2022;716;agv;transport_to_cell1_buffer
Thu Feb 24 21:34:15 CET 2022;715;cell1;cell1_operation
Thu Feb 24 21:36:47 CET 2022;717;agv;transport_to_cell2_buffer
Thu Feb 24 21:38:49 CET 2022;701;cell2_buffer;enter_cell2
Thu Feb 24 21:38:49 CET 2022;701;cell2;cell2_operation
Thu Feb 24 21:38:55 CET 2022;698;system;order_completed
Thu Feb 24 21:39:55 CET 2022;716;cell1_buffer;enter_cell1
Thu Feb 24 21:39:55 CET 2022;716;cell1;cell1_operation
Thu Feb 24 21:40:01 CET 2022;715;system;order_completed
Thu Feb 24 21:40:21 CET 2022;718;agv;transport_to_cell1_buffer
Thu Feb 24 21:40:26 CET 2022;758;system;new_order
Thu Feb 24 21:40:26 CET 2022;758;system;direct_to_line1
Thu Feb 24 21:42:07 CET 2022;719;agv;transport_to_cell2_buffer
Thu Feb 24 21:42:13 CET 2022;759;system;new_order
Thu Feb 24 21:42:13 CET 2022;759;system;direct_to_line1
