ts;resource;state
Fri Feb 25 05:04:45 CET 2022;cell2;idle
Fri Feb 25 05:04:45 CET 2022;cell2;failure
Fri Feb 25 05:10:44 CET 2022;cell1;idle
Fri Feb 25 05:10:44 CET 2022;cell1;busy
Fri Feb 25 05:16:26 CET 2022;cell2;idle
Fri Feb 25 05:16:26 CET 2022;cell2;busy
Fri Feb 25 05:16:26 CET 2022;agv;idle
Fri Feb 25 05:16:26 CET 2022;agv;busy
Fri Feb 25 05:16:58 CET 2022;cell1;idle
Fri Feb 25 05:16:58 CET 2022;cell1;busy
Fri Feb 25 05:19:54 CET 2022;agv;idle
Fri Feb 25 05:19:54 CET 2022;agv;busy
Fri Feb 25 05:21:47 CET 2022;cell2;idle
Fri Feb 25 05:21:47 CET 2022;cell2;busy
Fri Feb 25 05:23:28 CET 2022;cell1;idle
Fri Feb 25 05:23:28 CET 2022;cell1;busy
Fri Feb 25 05:23:35 CET 2022;agv;idle
Fri Feb 25 05:23:35 CET 2022;agv;busy
Fri Feb 25 05:27:27 CET 2022;cell2;idle
Fri Feb 25 05:27:27 CET 2022;cell2;busy
Fri Feb 25 05:27:27 CET 2022;agv;idle
Fri Feb 25 05:27:27 CET 2022;agv;busy
Fri Feb 25 05:29:30 CET 2022;cell1;idle
Fri Feb 25 05:31:50 CET 2022;agv;idle
Fri Feb 25 05:31:50 CET 2022;cell1;busy
Fri Feb 25 05:31:50 CET 2022;agv;busy
Fri Feb 25 05:32:57 CET 2022;cell2;idle
Fri Feb 25 05:32:57 CET 2022;cell2;busy
Fri Feb 25 05:35:24 CET 2022;agv;idle
Fri Feb 25 05:35:24 CET 2022;agv;busy
Fri Feb 25 05:36:10 CET 2022;agv;idle
Fri Feb 25 05:36:10 CET 2022;agv;busy
Fri Feb 25 05:37:07 CET 2022;cell1;idle
Fri Feb 25 05:37:07 CET 2022;cell1;busy
Fri Feb 25 05:38:35 CET 2022;cell2;idle
Fri Feb 25 05:38:35 CET 2022;cell2;failure
Fri Feb 25 05:42:38 CET 2022;cell1;idle
Fri Feb 25 05:48:14 CET 2022;cell2;idle
Fri Feb 25 05:48:14 CET 2022;cell2;busy
Fri Feb 25 05:48:14 CET 2022;agv;idle
Fri Feb 25 05:48:14 CET 2022;agv;busy
Fri Feb 25 05:51:22 CET 2022;agv;idle
Fri Feb 25 05:51:22 CET 2022;cell1;busy
Fri Feb 25 05:51:22 CET 2022;agv;busy
Fri Feb 25 05:54:39 CET 2022;cell2;idle
Fri Feb 25 05:54:39 CET 2022;cell2;busy
Fri Feb 25 05:56:01 CET 2022;agv;idle
Fri Feb 25 05:56:01 CET 2022;agv;busy
Fri Feb 25 05:57:20 CET 2022;cell1;idle
Fri Feb 25 06:00:00 CET 2022;cell2;idle
Fri Feb 25 06:00:00 CET 2022;cell2;busy
Fri Feb 25 06:00:00 CET 2022;agv;idle
Fri Feb 25 06:00:00 CET 2022;agv;busy
Fri Feb 25 06:04:54 CET 2022;cell2;idle
Fri Feb 25 06:04:54 CET 2022;cell2;busy
Fri Feb 25 06:04:54 CET 2022;agv;idle
Fri Feb 25 06:04:54 CET 2022;agv;busy
Fri Feb 25 06:11:46 CET 2022;cell2;idle
Fri Feb 25 06:11:46 CET 2022;cell2;failure
Fri Feb 25 06:21:53 CET 2022;cell2;idle
Fri Feb 25 06:21:53 CET 2022;cell2;busy
Fri Feb 25 06:21:53 CET 2022;agv;idle
Fri Feb 25 06:21:53 CET 2022;agv;failure
Fri Feb 25 06:28:06 CET 2022;cell2;idle
Fri Feb 25 06:28:06 CET 2022;cell2;busy
Fri Feb 25 06:32:01 CET 2022;agv;idle
Fri Feb 25 06:32:01 CET 2022;agv;busy
Fri Feb 25 06:34:09 CET 2022;agv;idle
Fri Feb 25 06:34:09 CET 2022;cell1;busy
Fri Feb 25 06:34:09 CET 2022;agv;busy
Fri Feb 25 06:35:18 CET 2022;cell2;idle
Fri Feb 25 06:35:18 CET 2022;cell2;busy
Fri Feb 25 06:37:51 CET 2022;agv;idle
Fri Feb 25 06:37:51 CET 2022;agv;busy
Fri Feb 25 06:39:49 CET 2022;cell1;idle
Fri Feb 25 06:40:50 CET 2022;agv;idle
Fri Feb 25 06:40:50 CET 2022;agv;busy
Fri Feb 25 06:41:58 CET 2022;cell2;idle
Fri Feb 25 06:41:58 CET 2022;cell2;busy
Fri Feb 25 06:42:09 CET 2022;agv;idle
Fri Feb 25 06:42:09 CET 2022;cell1;busy
Fri Feb 25 06:42:09 CET 2022;agv;busy
Fri Feb 25 06:43:29 CET 2022;agv;idle
Fri Feb 25 06:43:29 CET 2022;agv;busy
Fri Feb 25 06:47:41 CET 2022;cell1;idle
Fri Feb 25 06:48:32 CET 2022;cell2;idle
Fri Feb 25 06:48:32 CET 2022;cell2;failure
Fri Feb 25 06:58:35 CET 2022;cell2;idle
Fri Feb 25 06:58:35 CET 2022;cell2;busy
Fri Feb 25 06:58:35 CET 2022;agv;idle
Fri Feb 25 06:58:35 CET 2022;agv;busy
Fri Feb 25 07:00:04 CET 2022;agv;idle
Fri Feb 25 07:00:04 CET 2022;cell1;busy
Fri Feb 25 07:00:04 CET 2022;agv;busy
Fri Feb 25 07:03:26 CET 2022;cell1;idle
Fri Feb 25 07:04:34 CET 2022;cell2;idle
Fri Feb 25 07:04:34 CET 2022;cell2;busy
Fri Feb 25 07:04:34 CET 2022;agv;idle
Fri Feb 25 07:04:34 CET 2022;agv;busy
Fri Feb 25 07:11:35 CET 2022;cell2;idle
Fri Feb 25 07:11:35 CET 2022;cell2;busy
Fri Feb 25 07:11:35 CET 2022;agv;idle
Fri Feb 25 07:11:35 CET 2022;agv;busy
Fri Feb 25 07:17:15 CET 2022;cell2;idle
Fri Feb 25 07:17:15 CET 2022;cell2;failure
Fri Feb 25 07:27:43 CET 2022;cell2;idle
Fri Feb 25 07:27:43 CET 2022;cell2;busy
Fri Feb 25 07:27:43 CET 2022;agv;idle
Fri Feb 25 07:27:43 CET 2022;agv;busy
Fri Feb 25 07:32:58 CET 2022;cell2;idle
Fri Feb 25 07:32:58 CET 2022;cell2;busy
Fri Feb 25 07:32:58 CET 2022;agv;idle
Fri Feb 25 07:32:58 CET 2022;agv;busy
Fri Feb 25 07:34:39 CET 2022;agv;idle
Fri Feb 25 07:34:39 CET 2022;cell1;busy
Fri Feb 25 07:34:39 CET 2022;agv;busy
Fri Feb 25 07:37:04 CET 2022;agv;idle
Fri Feb 25 07:37:04 CET 2022;agv;busy
Fri Feb 25 07:38:10 CET 2022;agv;idle
Fri Feb 25 07:38:10 CET 2022;agv;busy
Fri Feb 25 07:38:43 CET 2022;cell2;idle
Fri Feb 25 07:38:43 CET 2022;cell2;busy
Fri Feb 25 07:40:42 CET 2022;agv;idle
Fri Feb 25 07:40:42 CET 2022;agv;busy
Fri Feb 25 07:41:58 CET 2022;cell1;idle
Fri Feb 25 07:41:58 CET 2022;cell1;busy
Fri Feb 25 07:46:02 CET 2022;agv;idle
Fri Feb 25 07:46:02 CET 2022;agv;busy
Fri Feb 25 07:47:01 CET 2022;cell2;idle
Fri Feb 25 07:47:01 CET 2022;cell2;failure
Fri Feb 25 07:48:24 CET 2022;cell1;idle
Fri Feb 25 07:48:24 CET 2022;cell1;busy
Fri Feb 25 07:55:51 CET 2022;cell2;idle
Fri Feb 25 07:55:51 CET 2022;cell2;busy
Fri Feb 25 07:55:51 CET 2022;agv;idle
Fri Feb 25 07:55:51 CET 2022;agv;busy
Fri Feb 25 07:56:29 CET 2022;cell1;idle
Fri Feb 25 07:56:29 CET 2022;cell1;busy
Fri Feb 25 08:01:50 CET 2022;cell2;idle
Fri Feb 25 08:01:50 CET 2022;cell2;busy
Fri Feb 25 08:01:50 CET 2022;agv;idle
Fri Feb 25 08:01:50 CET 2022;agv;busy
Fri Feb 25 08:02:16 CET 2022;cell1;idle
Fri Feb 25 08:07:15 CET 2022;cell2;idle
Fri Feb 25 08:07:15 CET 2022;cell2;busy
Fri Feb 25 08:07:15 CET 2022;agv;idle
Fri Feb 25 08:07:15 CET 2022;agv;busy
Fri Feb 25 08:10:41 CET 2022;agv;idle
Fri Feb 25 08:10:41 CET 2022;cell1;busy
Fri Feb 25 08:10:41 CET 2022;agv;busy
Fri Feb 25 08:12:31 CET 2022;cell2;idle
Fri Feb 25 08:12:31 CET 2022;cell2;busy
Fri Feb 25 08:13:58 CET 2022;agv;idle
Fri Feb 25 08:13:58 CET 2022;agv;busy
Fri Feb 25 08:16:41 CET 2022;cell1;idle
Fri Feb 25 08:18:15 CET 2022;cell2;idle
Fri Feb 25 08:18:15 CET 2022;cell2;failure
Fri Feb 25 08:27:31 CET 2022;cell2;idle
Fri Feb 25 08:27:31 CET 2022;cell2;busy
Fri Feb 25 08:27:31 CET 2022;agv;idle
Fri Feb 25 08:27:31 CET 2022;agv;busy
Fri Feb 25 08:29:05 CET 2022;agv;idle
Fri Feb 25 08:29:05 CET 2022;cell1;busy
Fri Feb 25 08:29:05 CET 2022;agv;busy
Fri Feb 25 08:33:39 CET 2022;cell2;idle
Fri Feb 25 08:33:39 CET 2022;cell2;busy
Fri Feb 25 08:33:39 CET 2022;agv;idle
Fri Feb 25 08:33:39 CET 2022;agv;busy
Fri Feb 25 08:35:56 CET 2022;cell1;idle
Fri Feb 25 08:39:08 CET 2022;cell2;idle
Fri Feb 25 08:39:08 CET 2022;cell2;busy
Fri Feb 25 08:39:08 CET 2022;agv;idle
Fri Feb 25 08:39:08 CET 2022;agv;busy
Fri Feb 25 08:41:13 CET 2022;agv;idle
Fri Feb 25 08:41:13 CET 2022;cell1;busy
Fri Feb 25 08:41:13 CET 2022;agv;busy
Fri Feb 25 08:41:13 CET 2022;agv;idle
Fri Feb 25 08:41:13 CET 2022;agv;busy
Fri Feb 25 08:41:30 CET 2022;agv;idle
Fri Feb 25 08:41:30 CET 2022;agv;busy
Fri Feb 25 08:44:58 CET 2022;cell2;idle
Fri Feb 25 08:44:58 CET 2022;cell2;busy
Fri Feb 25 08:44:58 CET 2022;agv;idle
Fri Feb 25 08:44:58 CET 2022;agv;busy
Fri Feb 25 08:46:13 CET 2022;agv;idle
Fri Feb 25 08:46:13 CET 2022;agv;busy
Fri Feb 25 08:47:25 CET 2022;cell1;idle
Fri Feb 25 08:47:25 CET 2022;cell1;busy
Fri Feb 25 08:51:09 CET 2022;cell2;idle
Fri Feb 25 08:51:09 CET 2022;cell2;failure
Fri Feb 25 08:53:10 CET 2022;cell1;idle
Fri Feb 25 08:53:10 CET 2022;cell1;busy
Fri Feb 25 08:59:42 CET 2022;cell1;idle
Fri Feb 25 08:59:42 CET 2022;cell1;busy
Fri Feb 25 09:00:33 CET 2022;cell2;idle
Fri Feb 25 09:00:33 CET 2022;cell2;busy
Fri Feb 25 09:00:33 CET 2022;agv;idle
Fri Feb 25 09:00:33 CET 2022;agv;busy
Fri Feb 25 09:04:21 CET 2022;cell1;idle
Fri Feb 25 09:05:41 CET 2022;cell2;idle
Fri Feb 25 09:05:41 CET 2022;cell2;busy
Fri Feb 25 09:05:41 CET 2022;agv;idle
Fri Feb 25 09:05:41 CET 2022;agv;busy
Fri Feb 25 09:08:22 CET 2022;agv;idle
Fri Feb 25 09:08:22 CET 2022;cell1;busy
Fri Feb 25 09:08:22 CET 2022;agv;busy
Fri Feb 25 09:12:47 CET 2022;cell2;idle
Fri Feb 25 09:12:47 CET 2022;cell2;busy
Fri Feb 25 09:12:47 CET 2022;agv;idle
Fri Feb 25 09:12:47 CET 2022;agv;busy
Fri Feb 25 09:15:20 CET 2022;cell1;idle
Fri Feb 25 09:20:13 CET 2022;cell2;idle
Fri Feb 25 09:20:13 CET 2022;cell2;failure
Fri Feb 25 09:30:28 CET 2022;cell2;idle
Fri Feb 25 09:30:28 CET 2022;cell2;busy
Fri Feb 25 09:30:28 CET 2022;agv;idle
Fri Feb 25 09:30:28 CET 2022;agv;busy
Fri Feb 25 09:36:50 CET 2022;cell1;failure
Fri Feb 25 09:37:06 CET 2022;cell2;idle
Fri Feb 25 09:37:06 CET 2022;cell2;busy
Fri Feb 25 09:37:06 CET 2022;agv;idle
Fri Feb 25 09:37:06 CET 2022;agv;busy
Fri Feb 25 09:41:08 CET 2022;agv;idle
Fri Feb 25 09:41:08 CET 2022;agv;busy
Fri Feb 25 09:42:43 CET 2022;cell2;idle
Fri Feb 25 09:42:43 CET 2022;cell2;busy
Fri Feb 25 09:44:59 CET 2022;agv;idle
Fri Feb 25 09:44:59 CET 2022;agv;busy
Fri Feb 25 09:48:01 CET 2022;cell1;idle
Fri Feb 25 09:48:01 CET 2022;cell1;busy
Fri Feb 25 09:49:05 CET 2022;cell2;idle
Fri Feb 25 09:49:05 CET 2022;cell2;busy
Fri Feb 25 09:49:05 CET 2022;agv;idle
Fri Feb 25 09:49:05 CET 2022;agv;busy
Fri Feb 25 09:52:54 CET 2022;agv;idle
Fri Feb 25 09:52:54 CET 2022;agv;busy
Fri Feb 25 09:53:22 CET 2022;cell1;idle
Fri Feb 25 09:53:22 CET 2022;cell1;busy
Fri Feb 25 09:55:00 CET 2022;cell2;idle
Fri Feb 25 09:55:00 CET 2022;cell2;failure
Fri Feb 25 10:00:59 CET 2022;cell1;idle
Fri Feb 25 10:05:15 CET 2022;cell2;idle
Fri Feb 25 10:05:15 CET 2022;cell2;busy
Fri Feb 25 10:05:15 CET 2022;agv;idle
Fri Feb 25 10:05:15 CET 2022;agv;busy
Fri Feb 25 10:11:59 CET 2022;cell2;idle
Fri Feb 25 10:11:59 CET 2022;cell2;busy
Fri Feb 25 10:11:59 CET 2022;agv;idle
Fri Feb 25 10:11:59 CET 2022;agv;busy
Fri Feb 25 10:17:27 CET 2022;cell2;idle
Fri Feb 25 10:17:27 CET 2022;cell2;busy
Fri Feb 25 10:17:27 CET 2022;agv;idle
Fri Feb 25 10:17:27 CET 2022;agv;busy
Fri Feb 25 10:19:49 CET 2022;agv;idle
Fri Feb 25 10:19:49 CET 2022;cell1;busy
Fri Feb 25 10:19:49 CET 2022;agv;busy
Fri Feb 25 10:23:29 CET 2022;cell2;idle
Fri Feb 25 10:23:29 CET 2022;cell2;busy
Fri Feb 25 10:23:29 CET 2022;agv;idle
Fri Feb 25 10:23:29 CET 2022;agv;busy
Fri Feb 25 10:23:54 CET 2022;agv;idle
Fri Feb 25 10:23:54 CET 2022;agv;busy
Fri Feb 25 10:25:33 CET 2022;cell1;idle
Fri Feb 25 10:25:33 CET 2022;cell1;busy
Fri Feb 25 10:30:01 CET 2022;cell2;idle
Fri Feb 25 10:30:01 CET 2022;cell2;failure
Fri Feb 25 10:30:17 CET 2022;cell1;idle
Fri Feb 25 10:39:31 CET 2022;cell2;idle
Fri Feb 25 10:39:31 CET 2022;cell2;busy
Fri Feb 25 10:39:31 CET 2022;agv;idle
Fri Feb 25 10:39:31 CET 2022;agv;busy
Fri Feb 25 10:45:45 CET 2022;cell2;idle
Fri Feb 25 10:45:45 CET 2022;cell2;busy
Fri Feb 25 10:45:45 CET 2022;agv;idle
Fri Feb 25 10:45:45 CET 2022;agv;busy
Fri Feb 25 10:47:43 CET 2022;agv;idle
Fri Feb 25 10:47:43 CET 2022;cell1;busy
Fri Feb 25 10:47:43 CET 2022;agv;busy
Fri Feb 25 10:48:45 CET 2022;agv;idle
Fri Feb 25 10:48:45 CET 2022;agv;busy
Fri Feb 25 10:51:41 CET 2022;cell2;idle
Fri Feb 25 10:51:41 CET 2022;cell2;busy
Fri Feb 25 10:52:27 CET 2022;agv;idle
Fri Feb 25 10:52:27 CET 2022;agv;busy
Fri Feb 25 10:55:26 CET 2022;agv;idle
Fri Feb 25 10:55:26 CET 2022;agv;busy
Fri Feb 25 10:55:34 CET 2022;cell1;idle
Fri Feb 25 10:55:34 CET 2022;cell1;busy
Fri Feb 25 10:56:29 CET 2022;cell2;idle
Fri Feb 25 10:56:29 CET 2022;cell2;failure
Fri Feb 25 10:58:26 CET 2022;agv;idle
Fri Feb 25 10:58:26 CET 2022;agv;busy
Fri Feb 25 10:59:53 CET 2022;cell1;idle
Fri Feb 25 10:59:53 CET 2022;cell1;busy
Fri Feb 25 11:05:28 CET 2022;cell2;idle
Fri Feb 25 11:05:28 CET 2022;cell2;busy
Fri Feb 25 11:05:28 CET 2022;agv;idle
Fri Feb 25 11:05:28 CET 2022;agv;busy
Fri Feb 25 11:06:06 CET 2022;cell1;idle
Fri Feb 25 11:06:06 CET 2022;cell1;busy
Fri Feb 25 11:11:09 CET 2022;cell1;idle
Fri Feb 25 11:11:42 CET 2022;cell2;idle
Fri Feb 25 11:11:42 CET 2022;cell2;busy
Fri Feb 25 11:11:42 CET 2022;agv;idle
Fri Feb 25 11:11:42 CET 2022;agv;busy
Fri Feb 25 11:16:50 CET 2022;cell2;idle
Fri Feb 25 11:16:50 CET 2022;cell2;busy
Fri Feb 25 11:16:50 CET 2022;agv;idle
Fri Feb 25 11:16:50 CET 2022;agv;busy
Fri Feb 25 11:20:33 CET 2022;cell2;idle
Fri Feb 25 11:20:33 CET 2022;cell2;busy
Fri Feb 25 11:20:33 CET 2022;agv;idle
Fri Feb 25 11:20:33 CET 2022;agv;busy
Fri Feb 25 11:24:12 CET 2022;agv;idle
Fri Feb 25 11:24:12 CET 2022;cell1;busy
Fri Feb 25 11:24:12 CET 2022;agv;busy
Fri Feb 25 11:26:07 CET 2022;cell2;idle
Fri Feb 25 11:26:07 CET 2022;cell2;busy
Fri Feb 25 11:26:51 CET 2022;agv;idle
Fri Feb 25 11:26:51 CET 2022;agv;busy
Fri Feb 25 11:29:00 CET 2022;agv;idle
Fri Feb 25 11:29:00 CET 2022;agv;busy
Fri Feb 25 11:30:42 CET 2022;cell1;idle
Fri Feb 25 11:30:42 CET 2022;cell1;busy
Fri Feb 25 11:31:15 CET 2022;cell2;idle
Fri Feb 25 11:31:15 CET 2022;cell2;failure
Fri Feb 25 11:32:32 CET 2022;agv;idle
Fri Feb 25 11:32:32 CET 2022;agv;busy
Fri Feb 25 11:34:33 CET 2022;agv;idle
Fri Feb 25 11:34:33 CET 2022;agv;busy
Fri Feb 25 11:37:57 CET 2022;cell1;idle
Fri Feb 25 11:37:57 CET 2022;cell1;busy
Fri Feb 25 11:41:58 CET 2022;cell2;idle
Fri Feb 25 11:41:58 CET 2022;cell2;busy
Fri Feb 25 11:41:58 CET 2022;agv;idle
Fri Feb 25 11:41:58 CET 2022;agv;failure
Fri Feb 25 11:43:31 CET 2022;cell1;idle
Fri Feb 25 11:43:31 CET 2022;cell1;busy
Fri Feb 25 11:48:03 CET 2022;cell1;idle
Fri Feb 25 11:48:41 CET 2022;cell2;idle
Fri Feb 25 11:48:41 CET 2022;cell2;busy
Fri Feb 25 11:52:56 CET 2022;agv;idle
Fri Feb 25 11:52:56 CET 2022;agv;busy
Fri Feb 25 11:53:42 CET 2022;cell2;idle
Fri Feb 25 11:53:42 CET 2022;cell2;busy
Fri Feb 25 11:54:54 CET 2022;agv;idle
Fri Feb 25 11:54:54 CET 2022;cell1;busy
Fri Feb 25 11:54:54 CET 2022;agv;busy
Fri Feb 25 11:55:44 CET 2022;agv;idle
Fri Feb 25 11:55:44 CET 2022;agv;busy
Fri Feb 25 11:58:48 CET 2022;agv;idle
Fri Feb 25 11:58:48 CET 2022;agv;busy
Fri Feb 25 12:00:13 CET 2022;cell2;idle
Fri Feb 25 12:00:13 CET 2022;cell2;failure
Fri Feb 25 12:00:37 CET 2022;cell1;idle
Fri Feb 25 12:00:37 CET 2022;cell1;busy
Fri Feb 25 12:01:29 CET 2022;agv;idle
Fri Feb 25 12:01:29 CET 2022;agv;busy
Fri Feb 25 12:02:00 CET 2022;agv;idle
Fri Feb 25 12:02:00 CET 2022;agv;busy
Fri Feb 25 12:04:37 CET 2022;agv;idle
Fri Feb 25 12:04:37 CET 2022;agv;busy
Fri Feb 25 12:06:10 CET 2022;cell1;idle
Fri Feb 25 12:06:10 CET 2022;cell1;busy
Fri Feb 25 12:07:28 CET 2022;agv;idle
Fri Feb 25 12:07:28 CET 2022;agv;busy
Fri Feb 25 12:08:29 CET 2022;cell2;idle
Fri Feb 25 12:08:29 CET 2022;cell2;busy
Fri Feb 25 12:11:33 CET 2022;cell1;idle
Fri Feb 25 12:11:33 CET 2022;cell1;busy
Fri Feb 25 12:12:04 CET 2022;agv;idle
Fri Feb 25 12:12:04 CET 2022;agv;busy
Fri Feb 25 12:13:19 CET 2022;cell2;idle
Fri Feb 25 12:13:19 CET 2022;cell2;busy
Fri Feb 25 12:13:29 CET 2022;agv;idle
Fri Feb 25 12:13:29 CET 2022;agv;busy
Fri Feb 25 12:16:48 CET 2022;agv;idle
Fri Feb 25 12:16:48 CET 2022;agv;busy
Fri Feb 25 12:17:06 CET 2022;cell1;idle
Fri Feb 25 12:17:06 CET 2022;cell1;busy
Fri Feb 25 12:18:39 CET 2022;cell2;idle
Fri Feb 25 12:18:39 CET 2022;cell2;busy
Fri Feb 25 12:20:03 CET 2022;agv;idle
Fri Feb 25 12:20:03 CET 2022;agv;busy
Fri Feb 25 12:23:04 CET 2022;agv;idle
Fri Feb 25 12:23:04 CET 2022;agv;busy
Fri Feb 25 12:23:10 CET 2022;cell1;idle
Fri Feb 25 12:23:10 CET 2022;cell1;failure
Fri Feb 25 12:24:34 CET 2022;agv;idle
Fri Feb 25 12:24:34 CET 2022;agv;busy
Fri Feb 25 12:25:58 CET 2022;cell2;idle
Fri Feb 25 12:25:58 CET 2022;cell2;busy
Fri Feb 25 12:27:20 CET 2022;agv;idle
Fri Feb 25 12:27:20 CET 2022;agv;busy
Fri Feb 25 12:27:39 CET 2022;agv;idle
Fri Feb 25 12:27:39 CET 2022;agv;busy
Fri Feb 25 12:29:29 CET 2022;agv;idle
Fri Feb 25 12:29:29 CET 2022;agv;busy
Fri Feb 25 12:32:02 CET 2022;cell2;idle
Fri Feb 25 12:32:02 CET 2022;cell2;failure
Fri Feb 25 12:32:25 CET 2022;cell1;idle
Fri Feb 25 12:32:25 CET 2022;cell1;busy
Fri Feb 25 12:37:24 CET 2022;cell1;idle
Fri Feb 25 12:37:24 CET 2022;cell1;busy
Fri Feb 25 12:42:35 CET 2022;cell2;idle
Fri Feb 25 12:42:35 CET 2022;cell2;busy
Fri Feb 25 12:42:35 CET 2022;agv;idle
Fri Feb 25 12:42:35 CET 2022;agv;busy
Fri Feb 25 12:42:41 CET 2022;cell1;idle
Fri Feb 25 12:42:41 CET 2022;cell1;busy
Fri Feb 25 12:47:23 CET 2022;cell2;idle
Fri Feb 25 12:47:23 CET 2022;cell2;busy
Fri Feb 25 12:47:23 CET 2022;agv;idle
Fri Feb 25 12:47:23 CET 2022;agv;busy
Fri Feb 25 12:48:19 CET 2022;cell1;idle
Fri Feb 25 12:48:19 CET 2022;cell1;busy
Fri Feb 25 12:53:30 CET 2022;cell1;idle
Fri Feb 25 12:53:30 CET 2022;cell1;busy
Fri Feb 25 12:54:09 CET 2022;cell2;idle
Fri Feb 25 12:54:09 CET 2022;cell2;busy
Fri Feb 25 12:54:09 CET 2022;agv;idle
Fri Feb 25 12:54:09 CET 2022;agv;busy
Fri Feb 25 12:55:56 CET 2022;agv;idle
Fri Feb 25 12:55:56 CET 2022;agv;busy
Fri Feb 25 12:58:48 CET 2022;agv;idle
Fri Feb 25 12:58:48 CET 2022;agv;busy
Fri Feb 25 13:00:05 CET 2022;cell1;idle
Fri Feb 25 13:00:05 CET 2022;cell1;busy
Fri Feb 25 13:00:57 CET 2022;cell2;idle
Fri Feb 25 13:00:57 CET 2022;cell2;failure
Fri Feb 25 13:08:21 CET 2022;cell1;idle
Fri Feb 25 13:08:21 CET 2022;cell1;busy
Fri Feb 25 13:09:21 CET 2022;cell2;idle
Fri Feb 25 13:09:21 CET 2022;cell2;busy
Fri Feb 25 13:09:21 CET 2022;agv;idle
Fri Feb 25 13:09:21 CET 2022;agv;busy
Fri Feb 25 13:10:11 CET 2022;agv;idle
Fri Feb 25 13:10:11 CET 2022;agv;busy
Fri Feb 25 13:13:15 CET 2022;cell1;idle
Fri Feb 25 13:13:15 CET 2022;cell1;busy
Fri Feb 25 13:14:02 CET 2022;cell2;idle
Fri Feb 25 13:14:02 CET 2022;cell2;busy
Fri Feb 25 13:14:02 CET 2022;agv;idle
Fri Feb 25 13:14:02 CET 2022;agv;busy
Fri Feb 25 13:18:28 CET 2022;agv;idle
Fri Feb 25 13:18:28 CET 2022;agv;busy
Fri Feb 25 13:19:35 CET 2022;agv;idle
Fri Feb 25 13:19:35 CET 2022;agv;busy
Fri Feb 25 13:20:16 CET 2022;cell2;idle
Fri Feb 25 13:20:16 CET 2022;cell2;busy
Fri Feb 25 13:20:17 CET 2022;cell1;idle
Fri Feb 25 13:20:17 CET 2022;cell1;busy
Fri Feb 25 13:22:52 CET 2022;agv;idle
Fri Feb 25 13:22:52 CET 2022;agv;busy
Fri Feb 25 13:25:57 CET 2022;cell1;idle
Fri Feb 25 13:25:57 CET 2022;cell1;busy
Fri Feb 25 13:25:59 CET 2022;cell2;idle
Fri Feb 25 13:25:59 CET 2022;cell2;failure
Fri Feb 25 13:26:23 CET 2022;agv;idle
Fri Feb 25 13:26:23 CET 2022;agv;busy
Fri Feb 25 13:26:29 CET 2022;agv;idle
Fri Feb 25 13:26:29 CET 2022;agv;busy
Fri Feb 25 13:32:09 CET 2022;cell1;idle
Fri Feb 25 13:32:09 CET 2022;cell1;busy
Fri Feb 25 13:36:04 CET 2022;cell2;idle
Fri Feb 25 13:36:04 CET 2022;cell2;busy
Fri Feb 25 13:36:04 CET 2022;agv;idle
Fri Feb 25 13:36:04 CET 2022;agv;busy
Fri Feb 25 13:39:17 CET 2022;agv;idle
Fri Feb 25 13:39:17 CET 2022;agv;busy
Fri Feb 25 13:40:05 CET 2022;cell1;idle
Fri Feb 25 13:40:05 CET 2022;cell1;busy
Fri Feb 25 13:40:14 CET 2022;cell2;idle
Fri Feb 25 13:40:14 CET 2022;cell2;busy
Fri Feb 25 13:41:58 CET 2022;agv;idle
Fri Feb 25 13:41:58 CET 2022;agv;busy
Fri Feb 25 13:44:16 CET 2022;agv;idle
Fri Feb 25 13:44:16 CET 2022;agv;busy
Fri Feb 25 13:44:47 CET 2022;cell1;idle
Fri Feb 25 13:44:47 CET 2022;cell1;busy
Fri Feb 25 13:45:54 CET 2022;cell2;idle
Fri Feb 25 13:45:54 CET 2022;cell2;busy
Fri Feb 25 13:46:51 CET 2022;agv;idle
Fri Feb 25 13:46:51 CET 2022;agv;busy
Fri Feb 25 13:48:46 CET 2022;agv;idle
Fri Feb 25 13:48:46 CET 2022;agv;busy
Fri Feb 25 13:50:09 CET 2022;cell1;idle
Fri Feb 25 13:50:09 CET 2022;cell1;busy
Fri Feb 25 13:52:20 CET 2022;cell2;idle
Fri Feb 25 13:52:20 CET 2022;cell2;failure
Fri Feb 25 13:52:40 CET 2022;agv;idle
Fri Feb 25 13:52:40 CET 2022;agv;busy
Fri Feb 25 13:55:15 CET 2022;agv;idle
Fri Feb 25 13:55:15 CET 2022;agv;busy
Fri Feb 25 13:56:00 CET 2022;cell1;idle
Fri Feb 25 13:56:00 CET 2022;cell1;busy
Fri Feb 25 14:00:38 CET 2022;cell1;idle
Fri Feb 25 14:00:38 CET 2022;cell1;busy
Fri Feb 25 14:01:06 CET 2022;cell2;idle
Fri Feb 25 14:01:06 CET 2022;cell2;busy
Fri Feb 25 14:01:15 CET 2022;agv;idle
Fri Feb 25 14:01:15 CET 2022;agv;busy
Fri Feb 25 14:05:57 CET 2022;cell1;idle
Fri Feb 25 14:05:57 CET 2022;cell1;busy
Fri Feb 25 14:08:08 CET 2022;cell2;idle
Fri Feb 25 14:08:08 CET 2022;cell2;busy
Fri Feb 25 14:08:08 CET 2022;agv;idle
Fri Feb 25 14:08:08 CET 2022;agv;busy
